SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL14224,8,15,21,4,0,5,0,4,3,0,0,0,0,0,0,9,3,8,3,3,8,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,0,4,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,14,17,28,0,0,0,10,11,18,10,4,9
SAL14225,32,16,50,9,0,8,0,6,5,7,0,3,0,0,0,17,5,19,14,7,18,0,0,0,46.7,33.3,41.7,46.7,33.3,41.7,0,0,3,0,0,0,3,0,0,0,3,7,10,3,17,0,0,0,0,0,0,10,3,17,19,14,37,5,0,6,24,9,36,10,0,11
SAL14226,266,273,533,85,62,148,34,57,94,36,18,56,0,11,11,157,151,304,88,100,186,1.3,5.4,3.3,60.1,54.6,57.3,59.3,51.6,55.4,20,11,29,0,9,10,19,34,50,24,40,63,97,33,136,6,12,15,0,6,14,103,47,156,285,272,555,26,33,54,222,210,430,78,78,157
SAL14227,63,48,106,18,9,24,7,11,16,8,5,7,3,0,5,32,23,53,20,18,42,9.4,13,10.9,53.3,51.1,52.4,48.3,44.4,46.7,4,0,7,4,4,3,10,9,14,5,0,9,12,9,14,0,0,0,0,4,4,12,11,19,54,38,89,9,7,17,37,30,68,19,16,32
SAL14228,780,799,1581,350,183,536,67,169,239,24,29,59,19,18,43,473,402,870,198,290,487,4.7,5.5,5,60.7,50.2,55.4,57.8,47.4,52.6,4,3,10,8,11,13,38,68,106,28,51,75,167,104,271,7,16,24,9,24,27,181,144,323,744,731,1484,108,106,219,530,506,1038,268,281,548
SAL14229,15,5,23,10,4,5,3,3,5,0,0,0,0,0,0,10,6,16,4,3,0,10,0,6.7,71.4,71.4,71.4,64.3,71.4,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,18,9,25,0,0,0,11,9,21,3,0,3
SAL14230,35,32,68,22,3,25,0,6,6,0,0,3,0,0,0,23,14,35,8,7,16,4.3,0,2.8,63.9,41.9,53.7,61.1,41.9,52.2,0,0,0,0,0,0,0,3,6,8,4,7,5,0,5,0,0,0,0,0,0,5,0,5,35,28,58,7,5,6,20,18,44,12,3,18
SAL14231,37,19,57,10,3,15,3,5,7,0,0,0,0,0,3,16,13,28,7,3,12,11.1,11.1,11.1,54.5,45,50.9,48.5,40,45.3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,7,0,0,0,0,0,0,5,4,10,28,22,52,0,0,0,22,18,42,3,0,7
SAL14232,120,105,223,50,29,75,7,23,30,4,4,5,0,0,0,66,46,105,31,39,68,4.8,0,2.8,53,44.3,48.9,50.4,44.3,47.5,0,0,0,0,0,0,3,12,11,0,11,7,26,14,40,0,5,5,0,3,6,27,19,45,95,94,190,9,18,27,72,61,136,30,41,67
SAL14233,42,23,63,16,3,19,0,0,4,5,5,5,0,0,0,23,15,34,11,3,14,0,0,0,52.6,52.2,52.5,52.6,52.2,52.5,0,0,0,0,0,0,0,3,3,0,0,0,3,0,8,0,0,0,0,0,0,3,6,6,35,13,43,0,0,6,23,14,34,11,7,14
SAL14234,13,16,25,4,4,7,0,6,6,0,0,0,0,0,0,4,9,8,5,4,12,0,0,0,27.3,41.7,34.8,27.3,41.7,34.8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,23,0,0,0,9,12,22,0,0,3
SAL14235,15,14,26,9,0,6,0,7,10,0,0,0,0,0,0,10,9,18,8,8,9,0,0,0,61.5,64.3,63,61.5,64.3,63,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,0,0,0,6,0,8,15,13,31,0,4,4,11,12,22,0,3,10
SAL14236,315,309,629,118,68,183,61,82,141,15,11,28,17,0,14,206,159,366,96,135,227,6.9,1.9,4.7,65.2,51.6,58.4,60.7,50.6,55.7,11,11,21,5,6,13,27,31,57,14,30,46,100,49,157,10,9,13,5,15,21,113,72,186,309,305,622,49,49,94,205,220,419,138,118,260
SAL14237,49,39,88,20,13,29,8,5,13,3,0,5,0,0,3,28,17,54,10,11,28,9.4,4.8,7.5,66.7,55.3,61.6,60.4,52.6,57,0,0,0,0,0,0,0,6,3,0,7,8,14,7,22,0,0,0,4,0,3,18,9,33,46,33,79,0,0,0,33,31,62,3,3,16
SAL14238,1581,1684,3260,439,302,738,181,285,464,54,45,96,62,58,116,734,688,1420,624,766,1387,8.6,8,8.3,46.3,40.9,43.5,42.3,37.6,39.9,24,15,40,3,22,24,82,122,202,52,135,182,345,233,572,21,27,46,18,33,51,379,293,673,1387,1450,2832,291,294,584,889,899,1794,670,733,1403
SAL14239,14,14,20,10,4,15,0,0,3,0,0,0,0,0,0,14,8,22,0,0,6,0,0,0,92.9,80,87.5,92.9,80,87.5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,7,17,12,27,0,0,0,17,8,29,0,0,0
SAL14240,99,80,176,22,17,39,8,17,30,0,0,3,7,4,11,37,40,78,52,30,77,15.8,12.5,14.1,39.6,50.6,44.6,33.3,44.3,38.3,0,0,0,0,4,5,0,3,4,6,9,12,24,13,38,0,0,3,4,0,5,29,23,50,89,78,173,9,4,11,63,55,111,28,27,54
SAL14241,56,55,112,21,18,37,11,10,22,12,3,12,0,0,0,42,33,77,6,20,35,0,3.2,1.3,80,57.4,68.8,80,55.6,67.9,3,4,10,0,0,0,11,14,17,8,6,17,10,10,18,0,0,3,6,4,7,16,11,31,58,61,120,0,4,6,39,43,81,22,20,40
SAL14242,685,683,1365,179,104,282,60,135,195,23,26,53,22,12,29,279,280,558,304,316,619,7.2,4.7,5.9,40.7,40.6,40.7,37.8,38.7,38.3,6,16,15,5,8,14,25,60,89,30,60,92,149,84,236,11,9,21,6,15,19,166,116,280,573,558,1133,89,100,189,384,354,744,229,255,481
SAL14243,2489,2875,5361,765,489,1257,395,612,1008,121,205,326,64,49,115,1348,1358,2704,1004,1360,2370,4.9,3.8,4.3,54.1,47.4,50.5,51.5,45.6,48.3,256,305,565,75,126,203,465,646,1117,236,365,602,503,290,791,13,27,39,41,67,107,554,387,937,2479,2752,5229,352,417,766,1698,1910,3617,988,1125,2119
SAL14244,5252,5646,10898,2687,2268,4954,687,896,1580,470,467,938,231,219,446,4075,3844,7919,967,1530,2501,5.6,5.7,5.7,77.6,68.1,72.7,73.2,64.2,68.6,1045,1218,2265,102,179,283,1681,1871,3554,570,596,1161,441,267,707,29,38,69,57,73,132,532,376,909,4061,4297,8354,1725,1851,3574,1036,1111,2145,4368,4654,9020
SAL14245,6383,5771,12150,2774,1821,4593,887,934,1815,397,349,751,230,263,496,4284,3367,7656,1573,1953,3533,5.4,7.8,6.5,67.2,58.4,63,63.6,53.8,58.9,1257,1025,2286,122,113,230,1683,1601,3284,483,457,936,512,296,801,23,51,69,48,75,128,580,426,1003,5573,5257,10827,1598,1357,2959,2694,2663,5357,3977,3499,7476
SAL14246,38,53,90,17,16,35,11,11,19,0,0,0,0,0,0,30,30,59,6,16,24,0,0,0,72.5,58,64.4,72.5,58,64.4,0,8,12,0,0,0,9,13,21,8,7,16,11,9,13,0,0,0,0,0,3,8,6,20,31,44,75,12,6,18,21,32,52,17,20,43
SAL14247,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,33.3,28.6,25,33.3,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0
SAL14248,23,20,39,10,3,14,3,5,8,0,0,0,0,0,0,16,9,21,4,5,3,0,0,0,65.2,50,58.1,65.2,50,58.1,0,0,0,0,0,0,0,0,4,3,0,7,5,0,3,0,0,0,0,0,0,5,0,3,17,12,33,4,4,8,11,11,23,11,3,15
SAL14249,387,366,759,162,97,257,55,95,148,25,27,50,0,6,14,247,217,465,116,121,233,1.2,4.1,2.6,63.4,60.2,61.9,62.6,57.8,60.3,10,11,23,4,6,10,28,49,77,19,48,65,155,51,205,3,11,11,0,11,19,158,75,232,404,388,791,36,34,69,286,282,575,128,119,247
SAL14250,214,217,434,71,34,111,41,64,110,9,12,27,0,3,9,130,120,248,73,87,158,2.3,5,3.6,59.8,55.3,57.5,58.4,52.5,55.5,15,13,33,5,10,20,44,55,99,11,34,43,54,20,78,3,0,6,6,7,12,64,31,97,201,197,398,32,32,67,147,130,277,79,83,165
SAL14251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14252,1986,2114,4103,802,605,1412,260,399,654,132,134,260,86,91,177,1280,1223,2505,551,754,1305,6.8,7.3,7,64.5,57.7,61,60.1,53.5,56.7,134,118,248,15,43,63,258,325,580,140,222,361,387,317,701,26,43,64,29,45,70,440,400,842,1936,2045,3988,422,471,896,952,1038,1988,1229,1284,2509
SAL14253,1456,1500,2956,618,420,1040,195,337,527,116,114,227,27,28,50,949,897,1853,427,520,953,3,2.8,2.9,65.3,59.9,62.6,63.4,58.3,60.8,33,40,73,11,20,35,88,132,222,97,157,254,439,222,667,8,22,36,22,48,75,478,295,777,1540,1542,3082,192,207,399,1128,1131,2262,487,527,1010
SAL14254,1239,1279,2513,575,397,971,159,283,444,108,101,210,30,30,59,872,811,1684,324,414,733,3.6,3.5,3.5,70.6,63.4,66.9,68,61.2,64.6,29,43,70,7,24,29,82,157,237,95,143,239,402,213,615,16,30,44,23,37,58,438,278,720,1381,1367,2745,144,152,295,1057,1034,2089,372,409,779
SAL14255,607,631,1233,184,91,276,50,124,171,15,19,35,30,22,49,283,254,540,279,323,602,10.2,8.3,9.3,46.7,40.4,43.5,41.9,37.1,39.5,4,7,15,4,0,5,12,36,48,8,33,45,143,92,237,9,10,14,16,15,24,163,120,278,573,554,1135,105,104,215,414,415,835,234,220,452
SAL14256,1468,1755,3220,605,348,947,174,418,595,33,52,85,50,49,98,861,865,1727,511,779,1292,5.8,5.6,5.7,58.7,49.2,53.5,55.3,46.5,50.5,60,73,131,33,54,91,195,303,493,125,176,302,347,201,549,17,38,56,27,43,71,391,281,675,1445,1638,3084,237,231,472,964,1127,2089,625,685,1313
SAL14257,1335,1455,2789,376,221,598,169,300,465,39,47,86,34,25,61,614,596,1209,621,745,1366,5.9,4.2,5,45.9,40.8,43.3,43.2,39.1,41.1,16,21,44,11,20,32,80,160,246,102,142,250,361,196,555,10,20,33,22,41,63,392,254,648,1191,1274,2461,208,232,441,781,850,1636,555,594,1148
SAL14258,1392,1535,2926,552,382,936,189,384,570,42,51,95,60,47,111,847,864,1708,445,555,1002,7.2,5.6,6.4,60.7,56.3,58.4,56.3,53.2,54.7,54,47,100,13,44,50,129,197,330,83,155,240,344,235,579,21,39,60,18,56,79,388,329,716,1315,1385,2699,275,327,599,846,886,1729,635,727,1363
SAL14259,27,17,40,3,3,9,0,0,6,0,0,3,3,0,3,5,6,8,10,6,16,28.6,0,16.7,30.4,27.8,29.3,21.7,27.8,24.4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,5,0,5,0,3,3,5,4,10,15,14,29,4,0,0,16,8,27,5,0,6
SAL14260,43,33,81,18,7,24,9,12,23,0,0,4,0,0,0,26,23,51,20,13,26,3.8,4.5,4.2,60.5,61.1,60.8,58.1,58.3,58.2,0,0,0,0,0,0,0,10,10,0,3,3,15,3,18,0,0,0,0,0,0,10,6,21,47,43,88,3,0,3,28,30,56,14,12,30
SAL14261,648,754,1404,228,171,400,89,112,203,28,40,65,24,20,49,368,344,713,236,361,595,6.3,6.4,6.3,56.6,45.7,50.8,53.1,42.8,47.6,36,32,69,8,11,23,78,113,196,51,80,129,124,86,215,10,10,27,9,22,32,152,121,274,518,583,1103,177,199,377,255,312,562,410,444,857
SAL14262,459,571,1023,96,67,161,35,81,116,9,16,19,12,4,17,153,161,317,291,388,675,5.3,3,4.1,33.3,28.9,30.9,31.5,28,29.6,13,7,24,4,12,18,26,59,90,28,61,85,150,78,231,4,12,22,10,22,37,169,110,285,423,523,940,66,86,152,282,360,642,197,237,433
SAL14263,3941,4005,7942,1406,1032,2439,492,830,1322,470,302,777,139,105,244,2512,2268,4788,1305,1600,2900,5.5,4.6,5.1,63.8,56.8,60.2,60.3,54.2,57.2,96,164,265,26,47,77,550,637,1187,357,475,833,745,422,1162,19,47,65,78,107,182,835,571,1410,4523,4545,9068,339,384,723,3476,3471,6946,1144,1207,2349
SAL14264,1827,2203,4027,405,326,738,194,362,555,68,80,145,108,77,181,773,845,1619,866,1126,1992,13.7,9.1,11.3,42.4,38.4,40.2,36.6,34.9,35.7,12,21,33,10,35,42,69,129,204,59,148,203,447,354,801,25,32,51,25,57,83,498,446,943,1730,2055,3786,313,343,655,1130,1342,2465,776,929,1702
SAL14265,561,627,1184,258,166,420,84,164,245,14,31,41,13,22,28,362,373,739,160,209,375,3,4.8,3.9,64.8,60.3,62.4,62.9,57.4,60,5,15,21,3,17,15,27,49,73,38,84,120,186,115,294,11,18,30,0,21,26,195,153,347,564,599,1170,105,111,219,355,386,739,268,291,562
SAL14266,6637,6952,13584,2972,1956,4927,954,1566,2513,331,435,772,202,121,325,4456,4083,8542,2038,2718,4752,4.5,3.1,3.8,67.2,58.7,62.9,64.2,56.9,60.5,1047,846,1895,187,268,454,1917,2093,4011,556,777,1334,718,360,1080,30,58,95,130,223,348,875,642,1518,7203,7451,14649,808,745,1550,5495,5706,11203,2180,2166,4345
SAL14267,2042,2196,4235,947,618,1563,304,578,879,115,134,252,67,54,122,1430,1379,2812,559,766,1321,4.8,3.8,4.3,70.2,63,66.4,66.8,60.6,63.6,342,300,640,54,125,182,653,713,1361,166,195,366,164,87,253,9,18,27,36,53,82,206,157,364,2337,2460,4796,248,250,496,1804,1918,3718,670,679,1352
SAL14268,5341,5622,10970,2285,1719,4000,713,1102,1817,373,350,726,214,177,395,3582,3349,6936,1576,2044,3625,6,5.3,5.7,67.1,59.6,63.2,63,56.4,59.6,748,776,1523,90,150,243,1468,1660,3125,531,630,1161,620,312,927,31,40,70,74,136,214,722,485,1209,5019,5153,10172,1222,1217,2440,3141,3198,6337,2757,2871,5626
SAL14269,2065,2283,4345,701,475,1175,234,363,591,65,62,127,110,105,219,1112,1006,2116,689,970,1660,10.2,10.5,10.3,53.9,44,48.7,48.4,39.4,43.7,29,35,62,13,29,43,103,192,294,75,137,218,415,297,707,28,42,66,22,53,75,458,386,846,1782,1918,3698,462,441,901,1121,1195,2314,948,1036,1983
SAL14270,1122,1259,2379,539,320,857,144,341,482,36,59,97,27,24,47,750,743,1493,324,468,792,3.9,3,3.4,66.8,58.9,62.6,64.2,57.1,60.5,16,23,41,10,26,34,62,141,197,85,130,213,422,248,674,12,18,32,12,39,49,449,312,759,1182,1298,2478,159,183,344,697,760,1454,569,633,1203
SAL14271,52,58,114,17,14,30,6,12,19,3,0,3,0,0,0,26,21,53,16,25,42,0,4,1.9,54.9,41.7,47.7,54.9,40,46.8,0,0,0,0,0,0,4,11,11,7,7,9,11,12,23,0,0,0,0,6,5,12,16,23,47,48,95,4,8,9,40,33,70,8,14,27
SAL14272,2106,2163,4264,844,509,1348,294,517,816,146,153,297,77,75,149,1361,1257,2616,631,802,1431,5.7,6,5.8,64.6,58.1,61.3,60.9,54.6,57.7,168,180,349,40,87,129,368,464,834,153,225,382,464,243,704,20,36,60,29,46,76,513,321,833,2019,2110,4128,390,374,762,1304,1439,2745,960,936,1897
SAL14273,1183,1261,2438,561,293,851,134,340,477,44,43,91,22,15,35,761,694,1447,304,466,773,2.6,1.9,2.3,64.3,55,59.5,62.6,53.9,58.1,14,17,28,9,20,35,78,145,221,45,104,153,336,173,510,3,34,39,9,29,37,352,235,588,1141,1219,2362,157,184,335,785,809,1597,446,505,957
SAL14274,64,58,129,30,11,41,9,18,29,4,3,8,6,0,6,51,36,86,13,21,31,4.1,0,2.3,74.2,60.7,67.7,71.2,60.7,66.1,0,0,4,0,0,0,0,0,4,3,3,10,32,8,44,0,5,3,0,3,6,35,14,49,56,56,118,8,15,23,50,48,93,18,21,41
SAL14275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14276,1066,1087,2155,580,351,930,124,278,402,39,62,106,42,34,79,783,732,1508,238,305,540,5.1,4.9,5,73.2,67,70.1,69.5,63.7,66.5,11,15,26,4,17,27,42,100,142,49,99,146,318,222,540,11,31,44,9,34,39,342,282,623,1151,1154,2306,232,215,446,690,715,1402,582,558,1140
SAL14277,1790,1854,3649,813,520,1330,268,504,774,79,110,192,38,37,75,1196,1170,2371,566,664,1231,3.4,3,3.2,67,63,64.9,64.7,61.1,62.8,271,233,509,59,87,143,498,558,1058,186,210,407,196,114,306,15,24,40,36,66,103,247,201,451,1983,2060,4050,182,173,361,1560,1645,3207,533,522,1050
SAL14278,6630,6452,13082,3143,2075,5216,896,996,1890,382,354,738,306,375,686,4736,3797,8536,1409,2172,3574,6.5,9.9,8,71.4,58.9,65.2,66.7,53,60,1651,1334,2986,141,150,290,1984,2071,4060,444,448,893,375,264,637,24,42,60,34,68,105,435,366,808,5654,5522,11176,2121,1946,4074,2415,2498,4913,4806,4493,9296
SAL14279,1561,1645,3209,621,327,948,154,402,557,64,74,133,78,57,134,907,862,1773,559,686,1243,8.3,6.4,7.4,58.3,52.2,55.2,53.4,48.9,51.1,3,14,25,9,20,27,42,92,140,75,122,194,512,353,863,15,38,54,19,43,63,542,433,978,1636,1681,3317,216,248,464,1088,1126,2215,638,699,1335
SAL14280,3,4,8,3,4,8,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,3,4,0,0,3
SAL14281,2567,2659,5230,681,466,1147,268,351,621,238,169,404,84,87,169,1275,1075,2347,1208,1512,2718,6.6,8.2,7.3,49.6,40.3,44.9,46.3,37,41.6,69,79,147,12,32,49,267,325,592,187,259,440,431,234,661,25,32,61,47,81,128,510,345,849,2751,2875,5632,271,262,532,2006,2110,4119,877,898,1775
SAL14282,3,5,6,3,0,7,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,100,75,85.7,100,75,85.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,5,4,0,0,0,3,5,4,0,0,0
SAL14283,2126,2357,4488,512,365,882,173,278,450,166,116,283,101,72,170,954,835,1791,955,1278,2227,10.7,8.5,9.7,44.9,35.5,40,40.1,32.5,36.1,40,47,86,11,12,26,102,141,242,112,139,243,327,281,608,18,43,67,25,40,62,371,368,742,2240,2409,4654,279,262,534,1643,1694,3335,705,811,1516
SAL14284,146,137,281,31,18,50,36,26,58,3,9,7,0,0,0,75,52,121,60,70,134,0,0,0,49.3,37.8,43.8,49.3,37.8,43.8,22,13,35,4,0,5,47,42,95,3,17,22,10,5,15,0,4,4,3,0,5,15,9,22,118,109,228,29,29,58,72,77,151,65,60,121
SAL14285,1204,1304,2511,589,370,961,206,399,602,74,100,175,20,16,38,888,888,1776,292,388,677,2.4,2,2.2,73.6,68.1,70.7,71.9,66.7,69.2,75,60,129,16,43,61,208,297,504,114,213,332,340,112,455,16,18,30,27,35,63,384,166,553,1349,1409,2760,174,193,366,984,1045,2032,459,468,924
SAL14286,40,24,64,12,3,19,4,3,10,0,0,0,0,0,0,20,10,33,0,5,10,12.5,0,9.1,58.5,40.9,52.4,51.2,40.9,47.6,0,0,0,0,5,3,3,3,5,6,3,5,6,0,12,0,0,0,0,0,0,6,0,12,32,19,48,4,3,3,24,12,33,5,5,10
SAL14287,27,32,62,14,8,24,3,6,13,5,5,6,0,0,0,23,16,41,8,10,13,0,0,0,71.4,56.3,63.3,71.4,56.3,63.3,3,0,3,0,0,0,0,5,5,0,0,3,7,0,11,0,0,0,0,0,3,11,7,15,25,34,61,0,0,5,22,30,56,4,4,8
SAL14288,142,130,274,46,24,72,29,43,71,3,4,11,0,0,4,78,75,151,55,51,101,3.8,1.4,2.6,56.7,53.4,55.1,54.6,52.6,53.6,4,4,13,6,4,3,4,15,23,11,20,29,45,24,70,6,3,6,3,3,4,51,33,84,140,131,271,18,14,35,97,95,188,57,50,115
SAL14289,82,62,148,23,8,34,11,13,23,6,3,3,3,0,5,39,29,69,31,19,51,5.3,6.5,5.8,44.7,50.8,47.3,42.4,47.5,44.5,0,3,5,3,0,4,20,7,29,3,10,16,11,9,19,0,0,0,0,0,3,16,5,20,69,47,119,12,11,19,52,37,88,30,20,51
SAL14290,50,45,94,8,0,8,9,5,12,0,0,5,0,0,0,18,7,23,13,16,35,0,0,0,32,20.9,26.9,32,20.9,26.9,0,0,0,0,0,0,0,3,3,4,3,3,0,0,5,0,3,5,0,0,0,3,0,8,37,28,58,6,0,7,28,19,47,12,8,18
SAL14291,70,59,135,26,16,49,6,8,17,0,0,0,0,0,3,38,30,73,31,26,55,7.3,6.5,6.9,55.4,51.7,53.7,51.4,48.3,50,0,0,0,0,0,0,3,9,9,5,10,16,20,5,27,3,3,5,4,3,7,28,9,38,80,65,137,8,5,17,63,47,112,24,15,39
SAL14292,315,323,647,137,88,231,47,86,134,10,11,26,5,8,10,204,197,401,106,118,226,1.5,4.5,3,63.2,61.5,62.4,62.3,58.8,60.5,17,13,35,5,9,14,31,66,97,26,31,51,85,39,120,7,3,6,9,5,11,94,48,144,352,338,686,38,61,103,247,231,477,122,155,282
SAL14293,1135,1194,2326,531,306,837,147,361,503,44,62,108,31,19,49,753,749,1505,324,408,730,3.8,3.1,3.5,66.7,62.6,64.6,64.1,60.7,62.3,65,67,129,16,49,66,196,226,425,111,146,255,324,148,472,11,18,27,22,37,58,356,194,556,1172,1206,2383,171,200,378,848,895,1749,429,445,873
SAL14294,71,65,140,20,17,41,6,10,14,0,0,0,0,0,0,27,25,56,25,23,50,3.4,3.4,3.4,40.3,45.3,42.6,38.9,43.8,41.2,0,0,0,0,0,0,7,8,11,0,3,8,13,9,25,5,3,0,0,0,0,14,10,24,62,54,118,6,5,8,42,41,79,20,25,39
SAL14295,19,22,43,12,4,21,0,3,9,0,0,0,0,0,0,12,10,27,0,4,10,0,0,0,68.4,52.4,60,68.4,52.4,60,0,4,4,0,0,0,3,0,6,0,4,0,8,0,3,0,0,0,0,0,0,4,5,7,20,19,44,0,0,5,9,10,17,15,9,23
SAL14296,183,163,349,86,30,114,15,50,74,11,3,19,4,0,8,116,96,213,46,61,103,2.5,2.1,2.4,64.8,57,61.1,63.2,55.8,59.7,3,0,3,3,3,10,6,17,29,13,9,22,47,34,84,0,3,5,7,9,13,51,42,97,190,164,353,18,21,36,121,109,235,77,66,136
SAL14297,208,198,404,88,43,131,14,45,52,5,9,8,10,4,7,111,91,205,61,72,132,5.3,3.3,4.4,54.6,46.7,50.7,51.7,45.2,48.5,0,0,0,3,0,3,10,15,17,7,17,21,39,20,62,0,0,5,5,3,6,40,31,76,183,193,379,28,27,60,149,126,272,56,76,130
SAL14298,30,35,63,4,9,18,3,10,15,0,0,0,0,0,0,8,21,29,13,15,27,0,5.6,3.3,41.4,52.9,47.6,41.4,50,46,0,3,6,0,0,0,3,6,12,7,6,11,3,4,9,0,0,0,0,4,4,3,3,10,32,28,59,4,3,5,19,24,45,9,12,22
SAL14299,13,13,34,8,5,9,0,6,5,0,0,0,0,0,0,6,11,18,7,5,14,0,8.3,5.3,43.8,80,61.3,43.8,73.3,58.1,4,0,4,0,4,4,0,0,3,0,6,3,5,0,6,0,0,0,0,0,0,0,0,4,17,13,25,0,0,4,13,14,27,3,3,3
SAL14300,58,71,130,21,6,30,4,18,26,6,3,4,0,0,3,31,31,60,25,35,52,9.4,6.7,8.1,52.5,42.9,47.3,47.5,40,43.5,0,0,0,0,0,0,4,9,7,0,5,5,19,14,23,0,0,0,0,5,4,14,14,33,56,49,103,11,22,27,37,33,68,17,34,52
SAL14301,6,7,11,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,3,4,7,0,0,0,57.1,14.3,35.7,57.1,14.3,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,6,5,17,0,0,0,5,6,7,7,3,5
SAL14302,721,781,1501,368,324,691,117,222,341,28,33,55,16,20,34,534,597,1129,161,156,319,3.4,3,3.2,73.8,76.3,75.1,71.3,73.9,72.7,58,76,134,14,29,46,163,224,379,72,89,165,163,94,253,3,16,19,7,9,13,179,117,290,494,510,1001,257,292,547,220,214,427,504,570,1074
SAL14303,39,42,80,27,24,51,5,3,13,0,0,0,0,0,0,36,30,65,0,0,3,0,3.3,1.6,78,78.9,78.5,78,76.3,77.2,0,0,0,0,0,0,3,3,8,0,0,5,9,9,18,0,5,3,0,0,0,13,15,21,27,19,49,11,15,26,14,9,26,21,21,44
