SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL13893,46,1509,662,350,1487,0.7,1294,2.5
SAL13894,57,0,474,0,900,1.3,900,2
SAL13895,46,2000,779,555,2012,0.8,1896,2.9
SAL13896,43,1733,718,330,1949,0.8,1787,2.9
SAL13897,39,0,575,300,1125,1.3,874,2
SAL13898,52,1673,474,260,1999,0.8,849,2
SAL13899,64,1500,887,0,2250,0.7,575,1.3
SAL13900,52,2167,911,245,2474,0.7,2023,2.3
SAL13901,59,1300,493,0,1437,0.7,1437,2.1
SAL13902,19,0,179,230,1125,0.6,1125,2
SAL13903,59,1300,562,250,1402,0.7,1067,2.2
SAL13904,0,0,0,0,0,0,0,0
SAL13905,34,1300,666,220,1476,0.8,1207,2.5
SAL13906,0,0,0,0,0,0,0,0
SAL13907,60,2297,561,250,1107,1,788,1.7
SAL13908,54,1517,685,350,1608,0.7,1260,2.2
SAL13909,40,0,900,0,1125,0.5,1125,1.8
SAL13910,68,0,450,0,0,0.3,450,1
SAL13911,57,2167,514,450,900,0.8,833,1.7
SAL13912,42,1959,772,300,1987,0.8,1868,2.8
SAL13913,48,1950,640,435,2125,0.9,1687,2.6
SAL13914,50,1517,687,250,1687,0.8,1375,2.5
SAL13915,44,1300,624,285,2050,0.8,1208,2.7
SAL13916,55,200,350,188,1374,0.6,700,2.1
SAL13917,44,1275,821,135,1968,0.7,1875,2.5
SAL13918,46,3100,819,350,2349,0.9,3041,3.1
SAL13919,41,1738,562,235,1625,0.8,900,2.4
SAL13920,40,1031,744,210,1978,0.8,1452,2.4
SAL13921,47,3250,860,300,3583,0.7,2250,2.7
SAL13922,71,1000,469,200,1124,0.6,949,1.9
SAL13923,49,4667,1525,100,2750,0.9,2250,2.8
SAL13924,49,1950,959,250,2374,0.7,2125,2.4
SAL13925,35,2167,843,420,2237,1,2106,2.9
SAL13926,43,784,860,320,1875,0.8,1874,2.6
SAL13927,58,1084,440,0,900,1,725,1.9
SAL13928,43,0,1042,100,2250,1.1,1624,2.6
SAL13929,46,758,671,148,1437,0.7,1078,2.3
SAL13930,45,1517,590,335,1384,0.8,1059,2.3
SAL13931,58,900,537,0,1156,0.8,762,2.2
SAL13932,48,2000,710,280,2107,0.8,1978,2.7
SAL13933,49,1192,860,0,2250,0.8,2125,3.3
SAL13934,58,2080,654,380,1600,0.7,1168,2
SAL13935,53,2323,774,350,2749,0.7,2250,2.4
SAL13936,50,1616,581,320,1477,0.7,1170,2.2
SAL13937,64,650,442,0,924,0.9,612,1.7
SAL13938,49,2600,870,350,2042,0.8,1875,2.5
SAL13939,48,0,880,64,2250,0.8,2124,2.5
SAL13940,59,0,430,0,1125,1.2,1062,2.1
SAL13941,52,780,545,120,1392,0.7,937,2.1
SAL13942,0,0,0,0,0,0,0,0
SAL13943,47,1742,606,340,1494,0.8,1044,2.1
SAL13944,0,0,0,0,0,0,0,0
SAL13945,53,867,433,150,974,0.9,808,2.3
SAL13946,42,1419,575,365,1370,0.7,1044,2.4
SAL13947,42,2300,725,350,2354,0.8,1572,2.4
SAL13948,52,1727,700,390,2299,0.7,1562,2.7
SAL13949,32,0,900,300,0,0.3,900,1
SAL13950,45,1005,711,180,1530,0.7,1220,2.2
SAL13951,53,2000,780,480,2022,0.7,1955,2.7
SAL13952,30,1603,518,300,1330,0.9,1103,2.8
SAL13953,53,882,491,134,1437,0.8,1062,2.5
SAL13954,44,1467,816,175,1625,0.7,1625,2.6
SAL13955,53,1079,425,200,1374,1,1374,2.8
SAL13956,53,0,416,1154,949,0.5,574,1.8
SAL13957,37,1517,560,175,1562,0.8,1375,2.9
SAL13958,51,725,599,170,1487,0.7,1114,2.1
SAL13959,32,910,877,125,2250,0.8,2050,3
SAL13960,56,986,532,90,1160,0.8,1087,2.1
SAL13961,58,0,450,0,1125,0.7,962,2.4
SAL13962,47,740,833,100,1208,0.7,1166,2.5
SAL13963,55,887,605,320,1534,0.7,1045,2.2
SAL13964,50,1867,619,275,1656,0.9,1375,2.8
SAL13965,43,2400,729,366,2388,0.8,2027,3
SAL13966,40,2167,758,313,1687,0.8,1687,2.9
SAL13967,59,650,420,180,1125,0.7,574,1.8
SAL13968,35,1625,783,418,1841,0.8,1569,2.5
SAL13969,43,1885,717,350,1963,0.8,1477,2.5
SAL13970,48,2000,612,195,1325,0.8,1270,2.6
SAL13971,40,810,814,115,1792,0.7,1833,2.7
SAL13972,50,345,520,100,1286,0.7,931,2.3
SAL13973,76,0,1375,0,2750,0.5,2750,2
SAL13974,49,1408,728,330,1781,0.8,1468,2.8
SAL13975,37,400,666,100,1437,0.7,1262,2.4
SAL13976,32,2383,988,520,2354,0.8,2217,2.9
SAL13977,54,0,833,0,1499,0.7,1499,2.7
SAL13978,55,1648,717,138,1562,0.8,1416,2.4
SAL13979,47,1165,677,220,1546,0.7,1252,2.3
SAL13980,45,2146,739,410,2008,0.8,1657,2.7
SAL13981,42,1300,749,188,1770,0.7,1524,2.6
SAL13982,41,1975,814,350,2263,0.9,1985,2.6
SAL13983,43,1287,900,0,2624,1,2250,2.7
SAL13984,42,1300,655,245,1613,0.8,1242,2.3
SAL13985,46,1867,900,310,3124,0.9,2416,2.9
SAL13986,55,683,854,315,1375,0.6,1374,2.1
SAL13987,62,1322,499,310,1137,0.7,854,1.9
SAL13988,53,1600,816,175,1792,0.8,1374,2.2
SAL13989,45,1083,585,213,1437,0.9,1125,2.2
SAL13990,50,0,900,100,2250,0.6,1375,2.1
SAL13991,58,1625,659,420,1528,0.6,1280,2.2
SAL13992,53,1509,660,263,1542,0.8,1312,2.2
SAL13993,53,1733,669,275,1624,0.7,1416,2.4
SAL13994,43,1647,714,350,1850,1,1781,3
SAL13995,52,1300,669,418,1874,0.8,1437,2.4
SAL13996,55,83,362,0,1374,1.2,900,2.6
SAL13997,62,1430,586,330,1337,0.6,1043,1.9
SAL13998,43,3484,1144,590,3486,0.8,3046,2.8
SAL13999,52,1725,662,0,1625,0.7,1624,2.7
SAL14000,32,2500,840,520,2109,1.2,2137,3
SAL14001,35,1517,912,338,2216,0.8,1785,2.5
SAL14002,55,1733,660,403,1487,0.8,1138,2
SAL14003,52,1733,561,390,1384,0.8,976,2.1
SAL14004,47,1664,612,350,1407,0.8,1029,2.1
SAL14005,51,1820,899,0,1999,0.7,1625,2.2
SAL14006,49,1582,556,273,1187,1.1,933,1.9
SAL14007,0,0,0,0,0,0,0,0
SAL14008,0,0,0,0,0,0,0,0
SAL14009,44,0,850,0,2874,0.8,2125,2.2
SAL14010,43,1563,687,300,2562,0.9,1625,2.8
SAL14011,47,2600,690,337,1843,1,2374,3
SAL14012,46,1547,591,390,1401,0.8,1237,2.5
SAL14013,60,1192,638,350,1458,0.8,1174,2.1
SAL14014,39,1131,827,400,2250,0.9,2299,3
SAL14015,53,1257,518,250,1300,0.8,1113,2.3
SAL14016,50,946,552,133,1375,1,833,2.3
SAL14017,56,1500,575,208,900,0.7,850,2.3
SAL14018,48,1775,640,400,1531,0.8,1283,2.5
SAL14019,52,585,550,175,1228,0.7,1062,2.4
SAL14020,38,1334,575,370,1625,0.7,1624,2.7
SAL14021,51,1579,564,340,1337,0.7,1007,2.2
SAL14022,49,1105,496,260,1257,0.8,984,2.4
SAL14023,48,1166,487,275,1271,0.9,974,2.3
SAL14024,30,2500,772,500,2197,1.2,1805,2.1
SAL14025,44,2100,688,400,1871,0.8,1421,2.4
SAL14026,42,1950,563,285,1612,0.8,1211,2.4
SAL14027,51,0,725,268,1999,0.6,1999,2.1
SAL14028,59,0,366,280,850,0.7,833,2.4
SAL14029,53,542,602,100,1520,0.7,958,2.2
SAL14030,58,457,450,225,1124,0.9,949,2.6
SAL14031,36,3250,630,0,2624,0.9,2583,3.4
SAL14032,47,650,466,0,1125,0.8,474,3.3
SAL14033,49,1300,565,350,1281,0.8,1042,2.2
SAL14034,62,0,350,0,1125,1,1125,2
SAL14035,36,1517,700,200,2083,0.8,1624,2.8
SAL14036,50,956,640,300,1687,0.9,1125,2.4
SAL14037,53,1300,568,239,1416,0.7,1093,2.4
SAL14038,51,1343,583,400,1562,0.8,1267,2.5
SAL14039,48,1625,565,400,1767,0.9,1468,2.6
SAL14040,42,2709,918,235,2299,0.7,1843,2.6
SAL14041,63,0,1199,0,2250,0.6,2250,2
SAL14042,54,936,599,725,1468,1,1375,2.8
SAL14043,57,1300,574,137,1749,0.8,1312,2.2
SAL14044,44,500,444,200,1249,0.8,489,2.2
SAL14045,50,0,900,0,1124,0.6,1124,2
SAL14046,52,1250,483,220,1213,1,1062,2.3
SAL14047,48,800,492,100,1416,0.8,1221,2.6
SAL14048,58,2528,769,500,2062,0.8,1781,2.3
SAL14049,31,0,450,200,450,1,450,2
SAL14050,72,0,224,0,824,0.6,824,2
SAL14051,54,1517,602,300,1458,0.8,1143,2.4
SAL14052,61,1800,900,0,1875,0.6,1812,2
SAL14053,44,1888,542,390,1354,1,850,2.1
SAL14054,68,0,1750,0,0,0.4,2500,1
SAL14055,53,2153,860,150,2071,0.7,1666,2.2
SAL14056,61,1057,574,200,1374,0.7,900,1.8
SAL14057,58,1042,687,450,1999,0.8,1624,2.3
SAL14058,52,200,350,0,1124,1.6,1375,4
SAL14059,45,1800,670,350,1875,0.9,1739,2.9
SAL14060,51,2709,550,0,1374,0.9,966,2.8
SAL14061,44,1755,519,320,1375,1,1343,3.1
SAL14062,51,3295,1062,190,2666,0.6,2187,2.2
SAL14063,48,968,527,235,1333,0.9,974,2.4
SAL14064,47,1542,462,150,1125,0.7,787,2.6
SAL14065,58,0,537,0,900,0.7,575,1.3
SAL14066,48,2700,766,490,1874,0.9,1562,2.5
SAL14067,49,1608,612,290,1791,0.8,1375,2.5
SAL14068,55,1957,794,265,2166,0.8,1812,2.6
SAL14069,46,1267,628,250,1462,0.7,1150,2.3
SAL14070,58,490,510,110,1531,0.7,933,2.2
SAL14071,40,2167,749,0,1625,0.7,1437,2.7
SAL14072,25,0,817,0,1812,1,1499,3.6
SAL14073,39,1300,796,300,1908,0.7,1580,2.7
SAL14074,21,0,612,200,1375,0.7,1249,3
SAL14075,55,824,465,220,1134,0.8,833,2.1
SAL14076,33,3100,949,700,2750,0.8,2750,2.8
SAL14077,52,2123,1265,400,2416,0.7,2250,2.4
SAL14078,49,1700,506,438,1416,0.9,1474,2.7
SAL14079,55,1647,590,340,1348,0.7,1071,2.2
SAL14080,49,1083,529,262,1424,0.9,1174,2.6
SAL14081,42,2167,789,265,2017,0.8,1803,2.8
SAL14082,39,1300,569,280,1388,0.7,995,2.1
SAL14083,46,2096,904,490,2462,0.7,2159,2.7
SAL14084,57,800,669,209,1792,0.8,1562,2.3
SAL14085,48,1950,674,310,1851,0.9,1617,2.7
SAL14086,55,1600,597,400,1406,0.7,1084,2.1
SAL14087,44,2123,912,400,2506,0.7,2144,2.6
SAL14088,36,4200,617,610,2583,0.9,2549,3.9
SAL14089,43,4200,1393,700,4560,0.9,3418,2.7
SAL14090,46,1600,626,255,1472,0.8,1525,2.9
SAL14091,53,1450,565,260,1390,0.7,1156,2.3
SAL14092,34,2167,435,210,1230,1,951,3
SAL14093,50,2000,797,425,1975,0.6,1550,2.2
SAL14094,50,2167,640,450,2095,0.9,1214,2.4
SAL14095,0,0,0,0,0,0,0,0
SAL14096,56,1656,784,146,2124,0.6,1343,2
SAL14097,37,2600,1152,325,3211,0.8,3205,3.3
SAL14098,32,2167,805,480,2127,0.8,1942,3
SAL14099,0,0,0,0,0,0,0,0
SAL14100,56,1120,408,175,900,1,564,2
SAL14101,38,1517,819,295,1932,0.8,1355,1.9
SAL14102,60,2167,1038,410,2777,0.7,1892,2.1
SAL14103,44,3467,1042,600,3420,0.8,2998,2.9
SAL14104,36,2200,1055,490,2402,1.2,2106,2.4
SAL14105,50,759,599,325,1375,0.9,1274,2.4
SAL14106,40,2600,928,353,2250,0.9,2281,3.2
SAL14107,41,2058,502,450,1583,0.9,1553,3.2
SAL14108,49,500,476,150,1062,0.7,888,2.1
SAL14109,46,2167,780,208,2250,0.9,2399,3
SAL14110,42,795,716,210,1449,0.9,1375,2.7
SAL14111,49,1083,701,203,1628,0.7,1220,2.2
SAL14112,57,1056,485,200,1375,0.7,1291,2.3
SAL14113,37,2492,1021,320,2625,1.3,2749,3.1
SAL14114,35,970,823,175,1758,0.8,1554,2.5
SAL14115,44,977,605,230,1539,0.7,1166,2.3
SAL14116,56,1094,572,240,1468,0.7,1062,2.2
SAL14117,45,1975,845,408,2027,0.7,1763,2.6
SAL14118,36,0,0,0,0,0,0,0
SAL14119,38,2500,849,400,2339,0.8,2004,2.9
SAL14120,62,1127,563,320,1222,0.7,915,2
SAL14121,48,1733,758,370,1812,0.8,1583,2.5
SAL14122,39,2184,922,375,2728,0.8,2547,3.2
SAL14123,40,2167,843,295,1718,0.7,1875,2.7
SAL14124,55,1950,495,250,1125,0.7,1083,2.6
SAL14125,42,1000,450,290,1375,0.9,1125,3
SAL14126,38,0,892,320,1687,0.7,1562,2.2
SAL14127,42,2275,670,525,1916,0.8,1887,3.2
SAL14128,42,1937,900,250,1624,0.6,1458,2
SAL14129,50,1748,953,350,2666,0.7,1781,2.4
SAL14130,43,2781,1253,440,3216,0.8,3107,3
SAL14131,54,1042,753,200,1847,0.7,1416,2.3
SAL14132,39,1517,666,275,1947,0.8,1424,2.6
SAL14133,37,0,843,175,1468,0.7,1399,2.6
SAL14134,78,0,0,0,0,0,0,0
SAL14135,72,0,612,0,2750,0.4,900,1.7
SAL14136,39,1733,700,375,1833,0.8,1401,2.3
SAL14137,39,0,782,185,2050,0.8,2049,2.8
SAL14138,51,1094,657,220,1541,0.9,1291,2.5
SAL14139,51,1300,812,230,1583,0.7,1437,2.2
SAL14140,40,2500,944,500,2730,0.8,2407,2.9
SAL14141,46,2600,1362,520,3575,0.7,3461,3
SAL14142,45,1250,1025,250,2874,0.7,2812,2.7
SAL14143,52,500,725,0,1687,0.6,1583,2.5
SAL14144,34,3500,665,125,1343,0.8,1375,3.3
SAL14145,45,1749,739,410,1825,0.8,1718,2.7
SAL14146,59,913,546,260,1160,1.1,1104,2.2
SAL14147,52,1276,724,200,1375,0.7,900,1.5
SAL14148,49,1055,825,0,1437,0.8,1312,2.6
SAL14149,50,5581,658,225,1812,0.7,1625,2.6
SAL14150,52,1465,508,380,1399,0.8,1208,2.5
SAL14151,41,1896,819,15,1812,0.7,1333,2.4
SAL14152,50,1300,483,500,1749,1,1125,2.9
SAL14153,54,1830,680,340,1670,0.8,1339,2.3
SAL14154,48,1733,812,250,2143,0.7,1468,2.4
SAL14155,48,500,833,150,3062,0.7,2416,2.7
SAL14156,38,2692,575,0,2750,0.7,1375,2.9
SAL14157,60,1200,756,295,1850,0.7,1406,2
SAL14158,45,1790,747,375,1909,0.7,1634,2.4
SAL14159,41,1827,785,350,2090,0.8,1511,2.2
SAL14160,31,1853,686,390,1938,0.8,1518,2.4
SAL14161,34,930,787,125,1875,0.9,1874,3.3
SAL14162,47,1569,642,350,1406,0.9,1254,2.4
SAL14163,39,1800,743,298,1625,0.8,1312,2.5
SAL14164,51,0,819,0,1916,0.8,1316,2.1
SAL14165,55,1465,441,270,900,0.8,783,2.1
SAL14166,43,3033,1027,600,2905,0.9,2294,2.6
SAL14167,51,1000,515,230,1342,0.7,964,2.2
SAL14168,41,934,463,223,1174,0.7,949,2.4
SAL14169,45,1733,531,300,1338,0.8,987,2.3
SAL14170,33,0,743,300,1875,0.9,2249,2.9
SAL14171,46,2058,766,420,2004,0.8,1494,2.3
SAL14172,34,2167,744,490,2013,0.8,1929,3.1
SAL14173,35,0,949,0,2750,0.6,1824,2.5
SAL14174,48,0,575,185,1437,0.7,1350,2.5
SAL14175,41,1672,510,260,1375,0.8,1437,3.1
SAL14176,34,1784,866,380,2013,0.8,1548,2.5
SAL14177,46,934,695,160,1449,0.7,1424,2.7
SAL14178,38,1040,687,298,2250,0.9,2374,2.7
SAL14179,40,2578,888,385,2250,1.1,1906,2.9
SAL14180,38,1448,860,200,2437,0.6,2062,2.4
SAL14181,46,2015,824,263,2150,0.8,2152,2.9
SAL14182,52,1563,675,0,2125,0.9,1375,2.1
SAL14183,42,3500,1153,650,3846,0.8,3388,2.9
SAL14184,38,2500,725,180,1375,0.9,1562,3.6
SAL14185,41,1725,481,270,1274,0.8,908,2.4
SAL14186,67,520,450,50,1374,0.8,949,2
SAL14187,46,1733,675,250,1749,0.8,1458,2.7
SAL14188,52,1455,579,350,1365,0.8,1258,2.5
SAL14189,45,1083,740,215,1721,0.7,1267,2.2
SAL14190,39,2554,1213,250,3187,0.8,3150,3
SAL14191,41,3077,1060,750,2925,0.9,2598,2.9
SAL14192,38,2167,1018,400,2703,0.8,2382,2.8
SAL14193,39,1734,784,150,2062,0.8,1875,3
SAL14194,63,0,1375,0,0,0.5,1375,1
SAL14195,35,1577,601,327,1414,1.1,1132,2.3
SAL14196,0,0,0,0,0,0,0,0
SAL14197,53,3250,550,405,2125,0.8,1874,2.7
SAL14198,57,2000,450,375,774,0.7,675,2.1
SAL14199,35,1710,639,380,1536,0.8,1315,2.6
SAL14200,41,2383,828,515,2336,0.8,2232,3
SAL14201,33,2500,1172,530,2699,1.1,2028,1.8
SAL14202,46,8017,687,193,1375,0.9,1624,3.1
SAL14203,57,975,667,245,1666,0.8,767,1.6
SAL14204,49,1517,582,300,1649,0.7,1485,2.7
SAL14205,40,3384,1225,674,4083,0.8,2924,2.4
SAL14206,53,1170,520,0,1343,0.8,743,1.9
SAL14207,61,2319,1213,295,2916,0.7,2750,2.3
SAL14208,46,1164,655,218,1713,0.8,1402,2.3
SAL14209,51,1300,602,215,1571,0.8,1071,2.2
SAL14210,35,2200,1010,500,2632,0.9,2459,3.1
SAL14211,39,2167,889,519,2841,0.8,2775,3.2
SAL14212,43,0,900,350,0,0.3,900,1
SAL14213,41,1734,1031,360,2791,0.7,2583,2.7
SAL14214,43,1517,585,350,1366,0.8,1114,2.4
SAL14215,47,0,900,0,2124,0.6,2124,2
SAL14216,58,1300,588,250,1339,0.8,1089,2
SAL14217,38,3731,1407,630,3849,1,2873,2.3
SAL14218,42,2336,900,300,2124,0.7,1625,2.5
SAL14219,39,3053,1528,600,3842,0.9,2890,2.1
SAL14220,55,1250,491,360,1437,0.8,1375,2.4
SAL14221,55,2275,880,120,2083,0.7,1968,2.4
SAL14222,60,867,377,0,900,0.8,725,1.9
SAL14223,44,0,599,200,1125,0.6,1062,2.2
SAL14224,49,3050,575,0,1999,1,1375,2.5
SAL14225,58,1824,630,0,1749,1,1187,2
SAL14226,39,2524,781,420,2170,0.8,2062,3.4
SAL14227,54,1950,642,225,1437,0.8,825,2.1
SAL14228,38,1083,689,200,1658,0.8,1286,2.5
SAL14229,45,0,575,151,1624,0.8,1125,2.9
SAL14230,38,2700,774,0,1166,0.7,1156,2.5
SAL14231,43,2000,462,150,1374,0.7,612,2.3
SAL14232,44,550,582,130,1233,0.7,956,2.2
SAL14233,43,0,850,103,1399,0.7,1624,2.4
SAL14234,52,0,449,260,949,0.8,900,2.8
SAL14235,61,0,849,60,2083,0.9,2062,2.3
SAL14236,42,1733,664,376,1674,0.7,1357,2.5
SAL14237,58,1603,575,130,1374,0.7,974,2
SAL14238,41,936,552,230,1298,0.7,975,2.3
SAL14239,51,4351,575,0,1874,0.7,1125,2.6
SAL14240,45,1053,460,300,1100,1,1016,2.5
SAL14241,46,1625,982,363,2678,0.9,2349,2.4
SAL14242,56,878,496,200,1226,0.7,952,2.1
SAL14243,50,2080,740,430,1978,0.7,1528,2.3
SAL14244,32,2251,1196,500,2329,1.2,2035,2.1
SAL14245,33,2171,919,425,2365,1.1,2219,2.9
SAL14246,61,1733,900,400,2542,0.6,1937,2.2
SAL14247,35,0,899,0,1625,1,1625,3
SAL14248,45,2362,787,290,2583,0.7,1749,2.4
SAL14249,40,2972,863,550,2338,0.8,2511,3.3
SAL14250,47,2513,873,480,2236,0.8,1941,2.5
SAL14251,0,0,0,0,0,0,0,0
SAL14252,32,1950,806,360,1885,0.9,1605,2.6
SAL14253,37,2167,863,415,2161,0.8,2042,2.8
SAL14254,36,2167,922,425,2253,0.8,2139,2.8
SAL14255,50,906,498,220,1214,0.7,941,2.2
SAL14256,46,1365,794,255,1858,0.7,1363,2.2
SAL14257,54,1863,601,370,1356,0.7,1015,2.1
SAL14258,36,1443,729,310,1627,0.7,1299,2.3
SAL14259,49,932,392,200,1625,0.9,1187,2.5
SAL14260,50,1950,575,350,1416,0.8,1343,2.7
SAL14261,44,1733,679,380,1759,0.8,1169,1.9
SAL14262,67,1625,524,400,1324,0.7,940,2
SAL14263,34,2383,779,530,2429,0.9,2468,3.7
SAL14264,40,1170,493,290,1213,0.8,925,2.3
SAL14265,33,1707,750,350,1765,0.8,1493,2.5
SAL14266,43,3033,1032,641,3264,0.8,3078,3.1
SAL14267,41,3467,1107,800,3908,0.8,3503,3.2
SAL14268,37,2500,901,400,2331,1,1983,2.5
SAL14269,34,1300,624,275,1313,0.8,1053,2.3
SAL14270,36,1863,763,400,1979,0.8,1627,2.6
SAL14271,47,1192,671,230,1875,0.8,1562,2.4
SAL14272,35,2123,759,370,2140,0.9,1672,2.5
SAL14273,42,1253,778,230,1927,0.7,1427,2.3
SAL14274,50,2384,900,350,2571,0.8,2594,2.9
SAL14275,35,0,1125,0,0,0,0,0
SAL14276,30,1517,845,350,1835,0.8,1704,3
SAL14277,45,3000,1022,705,3305,0.8,3021,3
SAL14278,33,2000,974,410,2367,1.2,2144,2.6
SAL14279,37,1517,635,320,1564,0.8,1343,2.6
SAL14280,42,0,1874,0,3250,0.6,3250,2.7
SAL14281,41,2000,536,480,1669,0.9,1556,3.2
SAL14282,61,1500,949,0,1187,0.6,1187,2
SAL14283,34,1733,506,300,1354,0.9,1160,2.8
SAL14284,60,3467,1758,950,4791,0.6,3285,2.2
SAL14285,40,3198,1027,750,3049,0.9,2914,3.2
SAL14286,45,1867,1031,0,2250,1,1874,2.7
SAL14287,50,1400,949,0,2536,0.9,2250,2.8
SAL14288,53,1305,549,250,1364,0.8,1162,2.4
SAL14289,47,1354,608,350,1375,0.9,1437,2.8
SAL14290,57,1300,495,215,1687,0.8,1187,2.3
SAL14291,56,433,472,90,875,0.7,617,1.8
SAL14292,38,2167,697,310,2847,0.8,2562,3.2
SAL14293,40,2167,933,410,2414,0.8,2062,2.6
SAL14294,51,1331,604,243,1792,0.9,1625,2.6
SAL14295,48,3634,749,240,1437,0.8,1124,2.4
SAL14296,45,2167,760,320,2125,0.8,1958,2.8
SAL14297,41,693,696,200,1518,0.8,1243,2.4
SAL14298,61,1200,843,250,1968,0.6,1812,2.1
SAL14299,44,1538,362,0,1875,0.7,1624,3.2
SAL14300,48,997,486,220,1312,0.9,966,2.6
SAL14301,59,1900,537,0,1375,1.2,1375,2.1
SAL14302,32,2024,1135,470,2538,0.9,1902,1.9
SAL14303,29,0,1145,300,2625,0.8,1937,2.1
SAL14304,37,1954,700,235,1562,0.7,1199,2.7
SAL14305,39,2364,915,410,2429,0.8,2259,3
SAL14306,35,7300,1125,575,2749,0.8,2249,2.8
SAL14307,32,1350,524,155,1072,0.9,1211,2.8
SAL14308,27,0,0,0,0,1,0,1
SAL14309,57,2383,846,450,2615,0.8,2100,2.4
SAL14310,31,1700,551,350,1321,1.3,1246,3
SAL14311,45,1000,819,190,2083,0.6,1375,2.1
SAL14312,50,950,464,290,900,0.8,845,2.4
SAL14313,37,1357,949,200,2562,0.8,2166,3.1
SAL14314,62,1167,762,0,1875,0.9,1833,2.1
SAL14315,49,2200,1286,400,3125,0.8,3624,2.8
SAL14316,56,1950,607,320,1455,0.7,889,2.1
SAL14317,53,1000,675,355,1374,0.8,1374,2.4
SAL14318,54,1083,575,200,1375,0.8,1312,2.4
SAL14319,32,1565,475,290,1252,0.9,1036,2.8
SAL14320,40,3500,1264,583,3830,1,2995,2.7
SAL14321,42,4219,1155,873,4678,0.9,4536,3.2
SAL14322,51,988,529,200,1261,0.7,961,2.2
SAL14323,50,1636,710,600,1875,0.7,1833,2.6
SAL14324,45,2383,782,457,2141,0.7,1974,2.8
SAL14325,45,1042,706,250,1562,0.9,1187,2.3
SAL14326,0,0,0,0,0,0,0,0
SAL14327,0,0,0,0,0,0,0,0
SAL14328,47,1800,581,300,1607,1,1347,2.6
SAL14329,34,2600,1149,580,2905,0.8,2840,3.3
SAL14330,44,2059,933,350,2388,0.8,2399,2.8
SAL14331,62,9999,966,165,2750,0.7,1625,1.9
SAL14332,0,0,0,0,0,0,0,0
SAL14333,37,1478,462,186,1007,0.9,775,2.3
SAL14334,56,1950,588,335,1580,0.8,916,2.1
SAL14335,41,2429,1009,400,2793,0.8,2886,3.3
SAL14336,48,1695,621,420,1731,0.8,1483,2.3
SAL14337,41,2080,1095,600,3250,0.7,3222,3.2
SAL14338,26,2000,680,410,2249,0.9,2249,3.6
SAL14339,38,1733,720,380,1731,0.8,1446,2.5
SAL14340,54,1300,492,200,1125,0.8,837,2.1
SAL14341,52,563,675,120,2250,0.9,2250,2.8
SAL14342,37,1635,843,350,2024,0.7,1567,2.5
SAL14343,41,2167,756,360,2123,0.8,1679,2.4
SAL14344,49,2500,908,420,2664,0.7,2629,3.2
SAL14345,27,0,725,0,0,0.2,725,1
SAL14346,63,0,519,200,1875,0.8,850,2.2
SAL14347,41,1000,1187,240,2374,0.8,2125,3.8
SAL14348,43,1980,707,300,1779,0.9,1542,2.6
SAL14349,41,1517,804,290,1718,0.8,1571,2.5
SAL14350,47,1371,577,306,1377,0.7,1105,2.3
SAL14351,33,1950,687,260,1625,0.8,1249,2.9
SAL14352,40,2167,908,450,2410,0.7,2147,2.8
SAL14353,41,2681,907,530,2665,0.8,2309,2.9
SAL14354,48,1717,760,325,1892,0.7,1768,2.5
SAL14355,30,1800,1051,340,2362,0.8,2284,3
SAL14356,0,0,0,0,0,0,0,0
SAL14357,53,0,700,335,1687,0.6,1624,1.9
SAL14358,57,1063,487,0,1208,0.7,1125,2.3
SAL14359,39,1950,752,415,2208,1,2150,3.3
SAL14360,33,1733,819,150,1875,0.8,1625,3
SAL14361,52,1300,630,300,1562,0.9,1104,2.2
SAL14362,50,2520,665,290,1819,0.8,1361,2.1
SAL14363,44,780,706,215,1562,1,1437,2.5
SAL14364,0,0,0,0,0,0,0,0
SAL14365,50,1300,450,0,1375,0.9,1125,2
SAL14366,9,1000,1125,0,2749,4,2749,4.5
SAL14367,30,2059,1159,0,4999,1,4999,3.2
SAL14368,0,0,0,0,0,0,0,0
SAL14369,35,0,1062,163,2249,0.7,1875,2.3
SAL14370,0,0,0,0,0,0,0,0
SAL14371,30,2383,1071,540,2337,1.2,2163,2.2
SAL14372,45,2250,919,405,2374,0.8,2312,3.5
SAL14373,55,1733,795,400,2062,0.7,1674,2.2
SAL14374,41,1167,709,160,1458,0.7,1093,2.4
SAL14375,40,1842,792,420,1927,0.7,1639,2.6
SAL14376,35,1950,836,410,2034,0.9,1549,2
SAL14377,38,2711,1590,576,3488,0.9,2639,2.1
SAL14378,53,1200,824,450,1875,0.5,1875,1.9
SAL14379,46,1192,924,275,2124,0.6,1375,2.3
SAL14380,45,1517,690,318,1486,0.8,1396,2.5
SAL14381,44,3163,1131,600,3025,0.8,2860,2.7
SAL14382,47,1600,605,220,1471,0.8,1261,2.6
SAL14383,66,0,575,0,0,1,575,1
SAL14384,55,1197,458,77,1125,1,900,2
SAL14385,43,1075,678,200,1333,0.7,1156,2.6
SAL14386,0,0,0,0,0,0,0,0
SAL14387,57,1225,532,300,1147,0.8,1027,2.2
SAL14388,0,0,0,0,0,0,0,0
