UCL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL121119,0,4,3,13,10,8,10,3,0,48,0,11,9,8,13,12,8,0,0,67,0,5,5,8,18,15,8,0,0,62,0,0,11,9,18,8,4,3,0,50,0,0,0,10,4,12,3,3,0,36,0,0,0,0,14,5,0,3,0,21,0,0,6,6,8,11,0,0,0,26,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,4,3,8,10,10,0,0,34,55,36,66,84,129,152,135,57,14,727
UCL121120,0,0,3,0,3,3,0,0,0,11,0,0,5,0,0,0,3,3,0,16,0,0,3,0,9,5,0,0,0,16,0,5,9,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,7,0,3,0,3,4,0,0,0,0,10,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,17,14,26,12,17,17,10,6,3,125,41,38,79,50,81,55,27,13,7,408
UCL121121,0,3,6,11,6,14,7,0,0,43,0,7,8,9,9,4,0,0,0,32,0,10,9,6,4,10,0,0,0,36,0,3,9,8,3,5,3,0,0,34,0,0,0,4,4,9,0,4,0,16,0,4,3,5,10,5,0,0,0,18,0,0,7,4,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,7,5,6,8,4,0,35,21,22,74,65,64,79,65,33,0,425
UCL121122,0,0,4,5,5,3,0,5,0,23,0,3,3,11,4,5,4,5,0,37,0,0,11,21,15,11,3,0,0,58,0,0,12,15,3,9,0,0,0,39,0,0,3,14,7,3,0,0,0,28,0,0,3,6,7,11,0,0,0,35,0,0,7,6,7,5,0,0,0,34,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,3,10,4,6,5,5,0,45,48,16,68,94,84,92,59,25,7,481
UCL121123,4,6,4,6,10,3,5,3,0,49,4,7,12,9,14,4,3,0,0,48,0,5,7,15,14,8,4,3,0,44,0,3,7,7,13,9,0,0,0,41,0,0,10,0,3,5,0,0,0,22,0,0,3,0,3,0,0,0,0,6,0,0,3,8,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,13,15,14,8,8,12,0,86,45,40,79,80,104,76,68,50,9,550
UCL121124,0,0,0,0,5,6,12,10,0,34,0,0,0,4,10,5,5,0,0,32,0,3,4,0,12,14,3,0,0,32,0,0,0,0,0,7,0,0,0,11,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,7,5,0,0,9,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,7,0,27,15,12,24,33,64,108,137,68,11,461
UCL121125,3,3,5,4,8,15,13,3,0,53,0,5,9,9,13,23,7,10,0,65,0,0,6,17,8,11,10,0,0,51,0,0,3,3,8,8,3,0,0,39,0,0,3,3,10,8,4,0,0,24,0,0,7,4,0,0,0,0,0,15,0,0,0,0,8,8,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,10,0,0,8,8,3,18,13,9,72,48,25,63,70,104,174,212,86,29,807
UCL121126,0,3,0,7,12,7,5,4,0,44,0,0,12,9,8,9,4,5,0,46,0,3,7,3,15,13,3,3,0,48,0,0,7,3,8,7,0,0,0,29,0,0,4,10,9,5,0,0,0,25,0,0,0,3,5,6,5,0,0,15,0,0,0,5,6,11,0,0,0,29,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,4,3,0,3,9,0,0,19,38,17,51,56,85,75,81,43,10,460
UCL121127,7,5,7,7,11,10,0,0,0,45,4,10,8,12,6,8,3,0,0,48,0,8,14,17,10,11,4,0,0,73,0,0,10,10,7,3,3,0,0,31,0,0,3,15,10,0,0,0,0,31,0,0,9,3,11,0,4,0,0,33,0,0,4,9,11,5,0,0,0,31,0,0,3,3,0,3,0,0,0,6,0,0,0,0,3,6,0,0,0,11,9,4,3,4,7,3,4,3,0,34,69,43,80,96,104,70,57,33,3,555
UCL121128,5,16,16,12,12,9,7,0,0,74,5,6,12,11,8,15,3,0,0,65,0,12,15,18,18,19,9,3,0,84,0,7,7,9,6,13,0,0,0,45,0,0,12,11,21,6,0,0,0,53,0,0,5,16,12,4,0,0,0,33,0,0,8,11,22,8,0,0,0,52,0,0,5,3,4,0,3,0,0,13,0,0,0,0,8,0,0,0,0,7,0,4,8,12,5,7,4,3,0,38,85,58,114,123,152,117,86,45,14,781
UCL122001,3,4,4,0,7,0,0,0,0,14,0,3,6,3,6,0,0,0,0,24,0,0,4,4,3,0,0,0,0,11,0,3,4,8,3,4,0,0,0,22,0,0,3,0,3,0,0,3,0,12,0,0,5,0,3,0,0,0,0,8,0,0,4,5,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,11,23,11,36,31,48,26,15,8,3,200
UCL122002,0,0,0,3,3,4,0,0,0,15,0,0,3,0,7,3,0,0,0,14,0,0,0,3,0,3,0,0,0,9,0,0,4,0,8,5,7,0,0,17,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,10,7,3,11,5,6,3,45,11,9,26,31,32,48,38,30,7,224
UCL122003,3,3,5,3,6,10,6,0,0,28,0,3,10,4,5,4,5,0,0,31,0,7,7,9,15,5,0,0,0,44,0,0,9,0,7,3,0,0,0,27,0,3,5,3,5,3,3,0,0,27,0,0,6,3,7,4,0,0,0,19,0,0,13,10,11,3,0,0,0,36,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,0,0,0,3,4,5,7,8,0,0,0,0,0,13,27,36,59,47,66,46,31,12,5,330
UCL122004,0,0,0,0,3,0,9,0,0,12,0,0,0,0,0,0,5,0,4,16,0,0,7,0,3,3,8,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,10,0,0,0,0,6,0,3,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,3,16,14,26,31,60,9,8,169
UCL122005,0,0,4,3,9,0,0,0,0,16,0,0,6,6,4,6,0,0,0,24,0,0,6,0,3,0,0,0,0,12,0,0,4,3,0,4,0,0,0,13,0,0,3,0,0,6,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,5,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,7,9,0,31,10,8,30,23,43,62,67,38,6,292
UCL122006,0,0,0,3,0,0,0,6,0,13,0,0,0,7,3,0,8,0,0,17,0,0,0,0,3,5,0,0,0,15,0,0,0,4,0,0,3,0,0,7,0,0,0,5,5,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,6,23,11,10,12,25,32,35,62,28,14,232
UCL122007,0,0,5,12,5,8,5,0,0,26,0,3,3,9,6,9,3,0,5,33,0,0,5,0,4,5,7,0,0,22,0,4,0,0,3,4,0,0,0,13,0,0,0,0,0,3,6,0,0,13,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,10,5,5,3,0,31,36,9,30,31,55,74,85,56,24,396
UCL122008,0,7,0,3,0,0,0,0,0,12,0,5,6,0,0,5,0,0,0,14,3,0,10,3,11,9,0,0,0,31,0,0,0,3,3,7,0,0,0,15,0,0,10,0,0,5,0,0,0,14,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,6,11,4,8,0,44,19,13,50,19,34,45,28,13,0,221
UCL122009,0,3,10,0,6,0,4,0,0,24,0,8,13,7,10,4,4,0,0,34,0,0,4,4,4,5,0,0,0,21,0,0,3,5,8,5,0,0,0,20,0,0,0,4,3,0,0,0,0,14,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,0,0,15,21,17,37,37,38,37,44,17,0,247
UCL122010,0,0,4,3,10,6,0,0,0,19,0,3,3,0,3,8,3,0,0,25,0,0,0,4,4,13,0,0,0,29,0,0,4,3,9,6,0,0,0,23,0,0,3,3,3,3,0,0,0,26,0,0,0,0,3,0,0,0,0,10,0,0,0,0,10,4,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,0,4,0,22,28,21,40,35,61,57,30,15,3,284
UCL122011,0,5,3,0,6,0,0,0,0,17,0,7,5,3,7,11,3,0,0,30,0,11,5,6,4,8,4,0,0,37,0,4,5,10,4,11,0,0,0,29,0,0,4,6,6,5,0,0,0,21,0,0,0,0,5,6,0,0,0,9,0,0,4,5,4,8,0,0,0,23,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,8,4,5,8,0,0,0,32,25,37,38,38,56,74,34,7,0,313
UCL122012,0,0,0,0,0,0,4,0,0,11,0,0,5,8,4,7,4,0,0,26,0,0,8,0,3,5,3,0,0,16,0,0,0,0,6,7,0,0,0,18,0,0,0,0,0,3,3,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,0,23,17,15,29,27,38,36,48,18,14,234
UCL122013,0,0,0,0,0,0,0,0,0,12,0,0,4,0,5,8,0,0,0,17,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,0,5,5,4,4,4,0,19,9,10,14,19,37,40,35,22,0,176
UCL122014,3,0,0,3,5,4,3,3,0,24,0,0,5,0,3,4,3,0,0,21,0,4,5,6,5,8,0,0,0,24,0,0,0,6,5,5,0,0,0,22,0,0,9,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,4,17,7,14,31,32,43,53,49,20,12,265
UCL122015,0,0,3,3,0,3,5,0,0,15,0,0,0,0,4,9,4,0,0,21,0,0,0,5,0,7,6,3,0,20,0,0,0,3,0,0,4,0,0,14,0,0,3,3,5,0,3,0,0,13,0,0,0,0,0,4,0,0,0,12,0,0,0,4,3,3,0,0,0,18,0,0,0,0,0,0,5,0,0,5,0,0,0,4,4,5,0,0,0,14,0,0,0,0,5,5,12,8,0,25,9,5,14,25,29,46,55,33,6,218
UCL122016,0,0,9,0,6,0,0,3,0,18,0,3,8,4,3,3,0,0,0,20,0,0,11,0,8,3,0,0,0,30,0,0,3,3,0,4,0,0,0,15,0,0,8,0,5,4,0,0,0,11,0,0,3,0,0,0,0,0,0,5,0,0,7,8,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9,0,0,28,15,11,46,25,36,36,34,9,4,210
UCL122017,0,0,0,0,0,4,3,0,0,13,0,3,5,0,4,0,0,0,0,10,0,0,4,10,14,7,4,0,0,35,0,0,4,5,0,4,0,0,0,13,0,0,0,3,0,3,0,0,0,8,0,0,0,4,0,3,0,0,0,7,0,0,0,4,6,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,4,3,7,3,3,12,3,0,26,14,11,23,40,33,53,44,22,8,246
UCL122018,0,5,6,0,3,4,5,0,0,25,0,0,0,5,7,5,4,0,0,19,0,0,0,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,3,12,4,15,4,0,46,18,19,24,34,57,64,83,35,6,344
UCL122019,0,0,7,0,5,6,0,0,0,16,0,0,0,3,11,5,0,0,0,20,0,0,3,5,0,4,0,0,0,16,0,4,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,3,0,0,26,15,9,19,33,42,58,33,19,0,239
UCL122020,0,5,3,7,3,0,0,3,0,15,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,11,3,0,0,12,0,0,7,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5,3,5,0,14,8,4,14,17,36,73,57,26,10,251
UCL122021,0,3,0,0,0,0,0,0,0,16,0,3,0,8,0,0,0,0,0,10,0,0,4,0,9,0,0,0,0,15,0,0,0,0,0,3,4,0,0,16,0,0,0,0,7,5,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,8,10,12,20,26,28,44,15,0,157
UCL122022,0,5,8,0,3,15,11,5,0,48,0,0,9,3,3,11,4,6,0,43,0,0,6,12,4,8,6,3,0,42,0,0,3,0,6,8,3,0,0,21,0,0,0,4,0,3,3,0,0,9,0,0,4,4,0,6,3,0,0,14,0,0,0,8,4,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,15,19,20,39,44,44,91,82,51,8,401
UCL122023,0,9,6,0,0,5,8,0,0,29,0,3,0,7,7,4,3,0,0,27,0,0,0,3,0,12,3,0,0,24,0,0,5,7,7,3,0,7,3,31,0,0,0,6,8,3,4,4,0,23,0,0,6,3,6,3,0,0,0,17,0,0,8,6,10,6,0,0,0,23,0,0,0,0,0,0,4,0,0,8,0,0,5,3,0,3,0,0,0,7,0,0,0,0,0,3,8,0,0,10,27,20,31,43,53,65,74,35,8,354
UCL122024,0,0,3,4,5,6,0,0,0,18,0,4,6,7,5,0,0,0,0,24,0,0,4,4,4,9,0,6,0,22,0,0,0,3,3,5,3,0,0,17,0,0,3,5,8,0,0,0,0,15,0,0,5,0,0,0,0,0,0,12,0,0,3,0,7,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,13,4,0,28,13,12,28,33,55,37,41,18,0,238
UCL122025,0,0,0,0,0,0,0,0,0,8,4,6,5,3,0,8,0,4,0,21,0,0,3,4,5,9,0,0,0,20,0,0,4,0,5,8,0,0,0,25,0,0,0,0,8,0,0,0,0,16,0,0,8,0,5,4,0,0,0,17,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,0,0,19,12,14,35,19,49,47,11,15,4,200
UCL122026,0,0,0,9,7,0,3,0,0,22,0,8,0,4,4,8,0,0,0,18,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,16,7,11,20,33,42,32,25,6,0,182
UCL122027,0,0,0,0,0,4,0,0,0,7,0,0,3,0,5,3,0,3,0,17,0,0,0,0,5,4,0,0,0,10,0,0,0,0,3,4,0,0,0,6,0,0,7,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,6,5,15,6,4,18,9,34,47,46,28,16,215
UCL122028,0,0,4,0,7,10,3,0,0,22,0,0,9,0,4,5,4,0,0,24,0,0,0,3,3,4,0,0,0,16,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,12,3,6,0,40,14,13,35,22,51,76,57,39,10,318
UCL122029,0,0,0,3,0,0,5,0,0,15,0,3,0,0,3,4,3,0,0,19,0,0,6,4,3,7,3,0,0,21,0,0,0,0,5,4,6,0,0,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,5,0,0,8,0,0,3,3,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,4,0,0,0,18,0,0,7,0,5,4,10,4,0,33,10,3,19,25,41,43,64,29,4,233
UCL122030,0,0,4,4,6,3,5,0,0,24,0,3,10,4,0,12,5,0,0,36,0,4,6,4,6,4,4,0,0,26,0,0,0,4,4,4,0,0,0,11,0,0,0,3,0,0,0,0,0,10,0,0,0,0,6,3,0,0,0,10,0,0,0,6,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,4,9,12,6,0,0,38,26,16,37,44,50,85,58,9,0,326
UCL122031,0,4,0,7,0,4,0,0,0,22,0,8,13,10,10,4,5,0,0,45,0,0,13,7,12,9,3,0,0,42,0,0,7,12,17,0,0,0,0,38,0,0,4,13,8,0,4,0,0,26,0,0,3,5,11,0,0,0,0,17,0,0,0,16,12,4,0,0,0,35,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,33,27,41,73,67,39,23,7,0,315
UCL122032,0,4,3,4,3,7,0,0,0,26,0,6,8,0,3,0,0,0,0,20,0,3,12,0,9,7,3,0,0,46,0,0,5,10,3,11,3,0,0,45,0,0,12,3,9,0,4,0,0,29,0,0,4,3,0,5,0,0,0,18,0,0,11,7,3,4,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,7,9,0,0,4,0,32,21,19,74,63,55,71,47,7,7,372
UCL122033,0,0,0,0,8,4,0,0,0,16,0,6,9,7,3,3,0,0,0,25,0,0,5,8,6,5,0,0,0,13,0,0,3,0,4,5,0,0,0,10,0,0,7,0,0,0,0,0,0,17,0,0,0,4,4,0,0,0,0,10,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,13,9,5,36,31,29,33,15,11,3,176
UCL122034,0,0,6,0,3,4,0,0,0,12,0,0,0,0,6,0,0,0,0,8,0,3,0,0,4,4,0,0,0,25,0,0,0,7,6,4,0,0,0,17,0,0,0,0,4,6,4,0,0,16,0,0,4,0,0,3,3,0,0,12,0,0,0,3,4,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,13,23,22,38,34,29,10,3,190
UCL122035,0,4,6,3,3,11,0,0,0,35,0,3,3,3,3,5,5,0,0,25,0,0,0,11,0,0,3,0,0,18,0,0,0,3,3,5,0,0,0,17,0,0,0,4,0,0,0,0,0,12,0,0,0,5,0,6,0,0,0,8,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,9,9,3,0,24,22,18,27,46,43,87,69,31,7,351
UCL122036,0,0,3,0,3,0,5,0,0,13,0,0,0,0,0,0,0,6,0,20,0,0,4,5,0,9,3,0,0,14,0,0,3,0,3,0,0,0,0,12,0,0,4,0,0,0,0,0,0,13,0,3,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,8,21,13,20,15,11,4,0,102,31,34,45,37,60,54,57,23,4,333
UCL122037,0,0,0,0,4,6,0,0,0,10,0,3,5,4,0,0,0,0,0,12,0,0,4,8,6,4,0,0,0,26,0,0,0,4,5,0,6,0,0,11,0,0,0,5,3,3,0,0,0,16,0,0,3,4,5,0,0,0,0,18,0,0,8,8,12,3,0,0,0,29,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,11,16,5,27,52,45,26,11,5,3,193
UCL122038,0,0,0,0,5,4,4,0,0,22,0,4,4,4,0,7,0,0,0,23,0,0,0,6,3,4,0,0,0,18,0,0,4,0,0,6,0,0,0,16,0,0,0,0,3,4,0,0,0,12,0,0,4,0,0,4,0,0,0,11,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,4,0,3,4,0,0,0,11,9,6,26,35,45,44,47,16,9,245
UCL122039,0,3,3,4,0,3,4,0,0,23,0,0,4,3,3,13,5,0,0,37,0,0,7,3,11,6,5,0,0,29,0,0,0,0,7,3,4,0,0,16,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,7,0,5,3,0,3,31,33,18,29,50,47,68,65,30,10,347
UCL122040,0,0,4,0,10,0,0,0,0,16,0,0,4,3,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,16,7,6,29,17,30,42,36,13,3,188
UCL122041,0,3,7,4,7,7,7,0,0,33,0,5,16,8,3,9,6,0,0,49,0,4,0,6,9,11,0,0,0,35,0,0,4,6,0,5,0,0,0,15,0,0,0,4,4,5,0,0,0,14,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,7,10,5,4,33,13,25,53,42,42,73,55,15,4,314
UCL122042,3,0,5,3,3,4,0,0,0,19,0,4,4,3,5,0,0,0,0,17,0,3,0,3,8,0,0,4,0,22,0,3,7,0,3,11,4,0,0,25,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,6,0,0,23,21,22,31,40,44,29,33,13,0,231
UCL122043,0,3,5,4,0,7,0,0,0,13,0,0,0,10,5,5,3,0,0,27,0,5,6,6,3,8,0,0,0,22,0,0,0,6,3,0,4,0,0,17,0,0,0,6,5,0,0,0,0,15,0,0,0,0,0,4,0,0,0,10,0,0,0,0,3,6,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,0,3,3,0,23,15,12,25,35,36,47,55,22,7,259
UCL122044,0,0,0,0,4,3,0,0,0,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,12,9,6,8,10,21,20,25,7,0,102
